CHR25.AtP.um.g40767 327 333 322
CHR25.AtP.um.g40768 214 222 201
CHR25.AtP.um.g40769 83 98 78
CHR25.AtP.um.g40770 181 145 186
CHR25.AtP.um.g40771 127 124 124
CHR25.AtP.um.g40772 46 59 62
CHR25.AtP.um.g40773 128 135 148
CHR25.AtP.um.g40774 142 139 157
CHR25.AtP.um.g40775 231 260 252
CHR25.AtP.um.g40776 213 230 215
CHR25.AtP.um.g40777 132 147 121
CHR25.AtP.um.g40778 266 245 233
CHR25.AtP.um.g40779 498 547 517
CHR25.AtP.um.g40780 87 90 78
CHR25.AtP.um.g40781 299 267 312
CHR25.AtP.um.g40782 150 138 141
CHR25.AtP.um.g40783 176 145 175
CHR25.AtP.um.g40784 536 536 533
CHR25.AtP.um.g40785 105 114 85
CHR25.AtP.um.g40786 123 120 137
CHR25.AtP.um.g40787 175 150 171
CHR25.AtP.um.g40788 514 495 583
CHR25.AtP.um.g40789 400 380 404
CHR25.AtP.um.g40790 214 212 251
CHR25.AtP.um.g40791 110 128 109
CHR25.AtP.um.g40792 101 113 124
CHR25.AtP.um.g40793 320 315 313
CHR25.AtP.um.g40794 54 68 77
CHR25.AtP.um.g40795 626 582 625
CHR25.AtP.um.g40796 451 447 440
CHR25.AtP.um.g40797 616 595 608
CHR25.AtP.um.g40798 183 196 202
CHR25.AtP.um.g40799 63 65 46
CHR25.AtP.um.g40800 903 851 876
CHR25.AtP.um.g40801 687 688 708
CHR25.AtP.um.g40802 118 126 121
CHR25.AtP.um.g40803 142 143 127
CHR25.AtP.um.g40804 169 158 169
CHR25.AtP.um.g40805 325 351 340
CHR25.AtP.um.g40806 1195 1202 1212
CHR25.AtP.um.g40807 378 358 332
CHR25.AtP.um.g40808 774 735 758
CHR25.AtP.um.g40809 142 143 148
CHR25.AtP.um.g40810 77 66 88
CHR25.AtP.um.g40811 123 121 111
CHR25.AtP.um.g40812 111 123 109
CHR25.AtP.um.g40813 55 57 63
CHR25.AtP.um.g40814 147 135 162
CHR25.AtP.um.g40815 54 69 54
CHR25.AtP.um.g40816 127 127 134
CHR25.AtP.um.g40817 70 80 84
CHR25.AtP.um.g40818 212 217 182
CHR25.AtP.um.g40819 178 184 172
CHR25.AtP.um.g40820 55 52 53
CHR25.AtP.um.g40821 68 82 89
CHR25.AtP.um.g40822 398 392 415
CHR25.AtP.um.g40823 136 116 146
CHR25.AtP.um.g40824 169 181 175
CHR25.AtP.um.g40825 52 59 59
CHR25.AtP.um.g40826 335 318 304
CHR25.AtP.um.g40827 104 91 108
CHR25.AtP.um.g40828 577 567 532
CHR25.AtP.um.g40829 312 281 302
CHR25.AtP.um.g40830 306 279 282
CHR25.AtP.um.g40831 248 261 267
CHR25.AtP.um.g40832 194 170 187
CHR25.AtP.um.g40833 316 340 344
CHR25.AtP.um.g40834 189 192 199
CHR25.AtP.um.g40835 210 216 205
CHR25.AtP.um.g40836 150 134 134
CHR25.AtP.um.g40837 195 171 210
CHR25.AtP.um.g40838 173 196 191
CHR25.AtP.um.g40839 237 223 237
CHR25.AtP.um.g40840 74 82 82
CHR25.AtP.um.g40841 202 210 200
CHR25.AtP.um.g40842 49 53 51
CHR25.AtP.um.g40843 255 218 276
CHR25.AtP.um.g40844 215 233 217
CHR25.AtP.um.g40845 1169 1202 1240
CHR25.AtP.um.g40846 221 204 219
CHR25.AtP.um.g40847 144 121 123
CHR25.AtP.um.g40848 67 75 61
CHR25.AtP.um.g40849 763 742 747
CHR25.AtP.um.g40850 38 27 34
CHR25.AtP.um.g40851 88 58 52
CHR25.AtP.um.g40852 21 21 15
CHR25.AtP.um.g40853 521 576 537
CHR25.AtP.um.g40854 59 62 51
CHR25.AtP.um.g40855 44 37 54
CHR25.AtP.um.g40856 85 79 77
CHR25.AtP.um.g40857 102 84 91
CHR25.AtP.um.g40858 126 121 152
CHR25.AtP.um.g40859 2 1 1
CHR25.AtP.um.g40860 0 0 0
CHR25.AtP.um.g40861 228 205 215
CHR25.AtP.um.g40862 309 316 291
CHR25.AtP.um.g40863 470 464 469
CHR25.AtP.um.g40864 420 418 442
CHR25.AtP.um.g40865 60 83 65
CHR25.AtP.um.g40866 38 33 35
CHR25.AtP.um.g40867 129 157 160
CHR25.AtP.um.g40868 87 95 93
CHR25.AtP.um.g40869 91 111 101
CHR25.AtP.um.g40870 102 93 82
CHR25.AtP.um.g40871 508 524 494
CHR25.AtP.um.g40872 495 480 538
CHR25.AtP.um.g40873 297 307 285
CHR25.AtP.um.g40874 74 92 91
CHR25.AtP.um.g40875 300 310 307
CHR25.AtP.um.g40876 444 458 492
CHR25.AtP.um.g40877 141 147 144
CHR25.AtP.um.g40878 126 110 114
CHR25.AtP.um.g40879 626 596 573
CHR25.AtP.um.g40880 108 116 90
CHR25.AtP.um.g40881 61 64 53
CHR25.AtP.um.g40882 446 499 494
CHR25.AtP.um.g40883 313 319 271
CHR25.AtP.um.g40884 482 485 464
CHR25.AtP.um.g40885 57 51 64
CHR25.AtP.um.g40886 189 241 174
CHR25.AtP.um.g40887 90 75 82
CHR25.AtP.um.g40888 204 137 148
CHR25.AtP.um.g40889 125 104 115
CHR25.AtP.um.g40890 88 57 70
CHR25.AtP.um.g40891 82 79 56
CHR25.AtP.um.g40892 582 500 540
CHR25.AtP.um.g40893 136 160 134
CHR25.AtP.um.g40894 37 42 50
CHR25.AtP.um.g40895 276 234 254
CHR25.AtP.um.g40896 43 31 38
CHR25.AtP.um.g40897 138 139 132
CHR25.AtP.um.g40898 285 239 277
CHR25.AtP.um.g40899 182 183 180
CHR25.AtP.um.g40900 23 24 24
CHR25.AtP.um.g40901 0 0 0
CHR25.AtP.um.g40902 154 164 130
CHR25.AtP.um.g40903 9 10 13
CHR25.AtP.um.g40904 33 27 10
CHR25.AtP.um.g40905 97 96 84
CHR25.AtP.um.g40906 209 209 199
CHR25.AtP.um.g40907 65 58 64
CHR25.AtP.um.g40908 56 62 48
CHR25.AtP.um.g40909 424 472 457
CHR25.AtP.um.g40910 415 452 458
CHR25.AtP.um.g40911 51 70 66
CHR25.AtP.um.g40912 500 477 456
CHR25.AtP.um.g40913 802 782 756
CHR25.AtP.um.g40914 306 311 296
CHR25.AtP.um.g40915 0 2 0
CHR25.AtP.um.g40916 78 81 93
CHR25.AtP.um.g40917 134 145 154
CHR25.AtP.um.g40918 227 200 210
CHR25.AtP.um.g40919 525 547 521
CHR25.AtP.um.g40920 37 61 47
CHR25.AtP.um.g40921 734 655 729
CHR25.AtP.um.g40922 105 96 90
CHR25.AtP.um.g40923 163 167 161
CHR25.AtP.um.g40924 77 122 99
CHR25.AtP.um.g40925 205 215 225
CHR25.AtP.um.g40926 101 135 157
CHR25.AtP.um.g40927 437 464 415
CHR25.AtP.um.g40928 411 410 429
CHR25.AtP.um.g40929 212 205 224
CHR25.AtP.um.g40930 125 152 120
CHR25.AtP.um.g40931 188 179 182
CHR25.AtP.um.g40932 44 59 56
CHR25.AtP.um.g40933 200 169 172
CHR25.AtP.um.g40934 253 232 234
CHR25.AtP.um.g40935 47 33 40
CHR25.AtP.um.g40936 97 100 95
CHR25.AtP.um.g40937 153 128 125
CHR25.AtP.um.g40938 152 160 158
CHR25.AtP.um.g40939 98 107 104
CHR25.AtP.um.g40940 137 148 125
CHR25.AtP.um.g40941 562 522 523
CHR25.AtP.um.g40942 243 250 232
CHR25.AtP.um.g40943 522 471 450
CHR25.AtP.um.g40944 96 82 75
CHR25.AtP.um.g40945 137 145 150
CHR25.AtP.um.g40946 133 115 114
CHR25.AtP.um.g40947 247 272 257
CHR25.AtP.um.g40948 68 51 86
CHR25.AtP.um.g40949 57 53 45
CHR25.AtP.um.g40950 0 0 0
CHR25.AtP.um.g40951 179 205 161
CHR25.AtP.um.g40952 352 389 361
CHR25.AtP.um.g40953 117 143 141
CHR25.AtP.um.g40954 225 238 259
CHR25.AtP.um.g40955 76 76 84
CHR25.AtP.um.g40956 68 73 60
CHR25.AtP.um.g40957 261 260 271
CHR25.AtP.um.g40958 241 255 284
CHR25.AtP.um.g40959 54 56 50
CHR25.AtP.um.g40960 35 30 39
CHR25.AtP.um.g40961 115 96 104
CHR25.AtP.um.g40962 154 168 156
CHR25.AtP.um.g40963 52 75 59
CHR25.AtP.um.g40964 124 122 144
CHR25.AtP.um.g40965 121 125 133
CHR25.AtP.um.g40966 203 193 202
CHR25.AtP.um.g40967 2291 2412 2396
CHR25.AtP.um.g40968 160 138 148
CHR25.AtP.um.g40969 281 261 284
CHR25.AtP.um.g40970 89 78 92
CHR25.AtP.um.g40971 163 138 168
CHR25.AtP.um.g40972 104 95 114
CHR25.AtP.um.g40973 154 162 139
CHR25.AtP.um.g40974 85 97 103
CHR25.AtP.um.g40975 67 65 68
CHR25.AtP.um.g40976 77 86 70
CHR25.AtP.um.g40977 207 200 224
CHR25.AtP.um.g40978 159 144 160
CHR25.AtP.um.g40979 96 113 100
CHR25.AtP.um.g40980 182 172 169
CHR25.AtP.um.g40981 328 308 372
CHR25.AtP.um.g40982 139 126 133
CHR25.AtP.um.g40983 53 48 38
CHR25.AtP.um.g40984 297 314 292
CHR25.AtP.um.g40985 340 370 375
CHR25.AtP.um.g40986 315 290 291
CHR25.AtP.um.g40987 64 57 65
CHR25.AtP.um.g40988 302 329 325
CHR25.AtP.um.g40989 57 60 57
CHR25.AtP.um.g40990 15 7 20
CHR25.AtP.um.g40991 178 179 159
CHR25.AtP.um.g40992 20 35 30
CHR25.AtP.um.g40993 161 120 138
CHR25.AtP.um.g40994 53 43 36
CHR25.AtP.um.g40995 104 135 133
CHR25.AtP.um.g40996 200 188 204
CHR25.AtP.um.g40997 302 318 312
CHR25.AtP.um.g40998 35 44 53
CHR25.AtP.um.g40999 117 115 97
CHR25.AtP.um.g41000 62 57 68
CHR25.AtP.um.g41001 396 421 393
CHR25.AtP.um.g41002 355 375 373
CHR25.AtP.um.g41003 86 79 100
CHR25.AtP.um.g41004 94 96 93
CHR25.AtP.um.g41005 518 488 474
CHR25.AtP.um.g41006 117 143 132
CHR25.AtP.um.g41007 476 484 433
CHR25.AtP.um.g41008 539 538 499
CHR25.AtP.um.g41009 98 120 106
CHR25.AtP.um.g41010 157 170 147
CHR25.AtP.um.g41011 233 225 227
CHR25.AtP.um.g41012 71 80 72
CHR25.AtP.um.g41013 71 87 64
CHR25.AtP.um.g41014 1086 1124 1032
CHR25.AtP.um.g41015 113 113 134
CHR25.AtP.um.g41016 38 33 35
CHR25.AtP.um.g41017 67 71 63
CHR25.AtP.um.g41018 962 937 992
CHR25.AtP.um.g41019 0 0 0
CHR25.AtP.um.g41020 57 48 56
CHR25.AtP.um.g41021 74 80 72
CHR25.AtP.um.g41022 323 297 304
CHR25.AtP.um.g41023 480 466 499
CHR25.AtP.um.g41024 68 52 68
CHR25.AtP.um.g41025 84 91 78
CHR25.AtP.um.g41026 59 52 50
CHR25.AtP.um.g41027 229 263 236
CHR25.AtP.um.g41028 1012 966 1054
CHR25.AtP.um.g41029 475 459 430
CHR25.AtP.um.g41030 28 48 50
CHR25.AtP.um.g41031 600 585 585
CHR25.AtP.um.g41032 289 261 232
CHR25.AtP.um.g41033 964 995 975
CHR25.AtP.um.g41034 335 302 279
CHR25.AtP.um.g41035 52 52 39
CHR25.AtP.um.g41036 200 192 180
CHR25.AtP.um.g41037 71 73 56
CHR25.AtP.um.g41038 155 113 134
CHR25.AtP.um.g41039 55 64 55
CHR25.AtP.um.g41040 129 119 133
CHR25.AtP.um.g41041 713 682 761
CHR25.AtP.um.g41042 89 83 90
CHR25.AtP.um.g41043 488 466 534
CHR25.AtP.um.g41044 377 350 371
CHR25.AtP.um.g41045 89 73 76
CHR25.AtP.um.g41046 208 185 188
CHR25.AtP.um.g41047 214 219 203
CHR25.AtP.um.g41048 77 64 62
CHR25.AtP.um.g41049 441 391 430
CHR25.AtP.um.g41050 133 108 129
CHR25.AtP.um.g41051 97 121 133
CHR25.AtP.um.g41052 91 75 90
CHR25.AtP.um.g41053 344 337 325
CHR25.AtP.um.g41054 213 201 207
CHR25.AtP.um.g41055 177 137 148
CHR25.AtP.um.g41056 38 35 50
CHR25.AtP.um.g41057 215 227 241
CHR25.AtP.um.g41058 56 71 68
CHR25.AtP.um.g41059 335 348 319
CHR25.AtP.um.g41060 264 222 269
CHR25.AtP.um.g41061 83 72 74
CHR25.AtP.um.g41062 105 101 104
CHR25.AtP.um.g41063 415 431 418
CHR25.AtP.um.g41064 59 65 52
CHR25.AtP.um.g41065 59 60 74
CHR25.AtP.um.g41066 86 59 75
CHR25.AtP.um.g41067 102 80 84
CHR25.AtP.um.g41068 183 176 166
CHR25.AtP.um.g41069 146 152 142
CHR25.AtP.um.g41070 931 946 881
CHR25.AtP.um.g41071 95 81 81
CHR25.AtP.um.g41072 88 85 106
CHR25.AtP.um.g41073 104 95 89
CHR25.AtP.um.g41074 68 72 66
CHR25.AtP.um.g41075 277 298 261
CHR25.AtP.um.g41076 289 255 262
CHR25.AtP.um.g41077 499 445 493
CHR25.AtP.um.g41078 351 370 351
CHR25.AtP.um.g41079 89 86 90
CHR25.AtP.um.g41080 140 147 157
CHR25.AtP.um.g41081 109 110 85
CHR25.AtP.um.g41082 120 95 100
CHR25.AtP.um.g41083 108 109 110
CHR25.AtP.um.g41084 170 170 188
CHR25.AtP.um.g41085 72 62 69
CHR25.AtP.um.g41086 1264 1213 1227
CHR25.AtP.um.g41087 44 44 54
CHR25.AtP.um.g41088 220 173 182
CHR25.AtP.um.g41089 294 322 350
CHR25.AtP.um.g41090 69 84 58
CHR25.AtP.um.g41091 77 90 80
CHR25.AtP.um.g41092 0 0 0
CHR25.AtP.um.g41093 0 0 0
CHR25.AtP.um.g41094 941 967 1014
CHR25.AtP.um.g41095 112 71 86
CHR25.AtP.um.g41096 191 194 170
CHR25.AtP.um.g41097 62 78 67
CHR25.AtP.um.g41098 121 96 106
CHR25.AtP.um.g41099 173 140 139
CHR25.AtP.um.g41100 166 166 176
CHR25.AtP.um.g41101 49 46 51
CHR25.AtP.um.g41102 137 117 144
CHR25.AtP.um.g41103 95 117 99
CHR25.AtP.um.g41104 327 305 322
CHR25.AtP.um.g41105 63 54 55
CHR25.AtP.um.g41106 330 341 331
CHR25.AtP.um.g41107 0 0 0
CHR25.AtP.um.g41108 94 83 95
CHR25.AtP.um.g41109 188 197 196
CHR25.AtP.um.g41110 148 156 140
CHR25.AtP.um.g41111 603 607 584
CHR25.AtP.um.g41112 284 284 306
CHR25.AtP.um.g41113 465 465 471
CHR25.AtP.um.g41114 222 188 184
CHR25.AtP.um.g41115 203 179 194
CHR25.AtP.um.g41116 236 222 252
CHR25.AtP.um.g41117 122 114 109
CHR25.AtP.um.g41118 220 232 234
CHR25.AtP.um.g41119 40 40 40
CHR25.AtP.um.g41120 458 430 423
CHR25.AtP.um.g41121 95 89 86
CHR25.AtP.um.g41122 51 57 66
CHR25.AtP.um.g41123 274 284 285
CHR25.AtP.um.g41124 67 62 65
CHR25.AtP.um.g41125 261 245 246
CHR25.AtP.um.g41126 215 217 231
CHR25.AtP.um.g41127 137 141 130
CHR25.AtP.um.g41128 110 87 121
CHR25.AtP.um.g41129 285 286 322
CHR25.AtP.um.g41130 171 155 166
CHR25.AtP.um.g41131 48 40 61
CHR25.AtP.um.g41132 83 80 105
CHR25.AtP.um.g41133 72 68 73
CHR25.AtP.um.g41134 252 198 219
CHR25.AtP.um.g41135 251 243 266
CHR25.AtP.um.g41136 523 588 531
CHR25.AtP.um.g41137 95 76 81
CHR25.AtP.um.g41138 292 297 301
CHR25.AtP.um.g41139 35 40 57
CHR25.AtP.um.g41140 74 72 73
CHR25.AtP.um.g41141 54 56 63
CHR25.AtP.um.g41142 105 99 103
CHR25.AtP.um.g41143 375 410 407
CHR25.AtP.um.g41144 124 126 136
CHR25.AtP.um.g41145 295 295 301
CHR25.AtP.um.g41146 184 193 180
CHR25.AtP.um.g41147 92 87 101
CHR25.AtP.um.g41148 85 70 71
CHR25.AtP.um.g41149 101 103 79
CHR25.AtP.um.g41150 60 76 72
CHR25.AtP.um.g41151 230 244 267
CHR25.AtP.um.g41152 562 584 570
CHR25.AtP.um.g41153 141 148 175
CHR25.AtP.um.g41154 260 294 271
CHR25.AtP.um.g41155 81 87 61
CHR25.AtP.um.g41156 65 68 57
CHR25.AtP.um.g41157 206 179 186
CHR25.AtP.um.g41158 111 123 123
CHR25.AtP.um.g41159 64 63 65
CHR25.AtP.um.g41160 372 345 364
CHR25.AtP.um.g41161 124 140 116
CHR25.AtP.um.g41162 341 307 337
CHR25.AtP.um.g41163 762 867 764
CHR25.AtP.um.g41164 111 109 120
CHR25.AtP.um.g41165 89 76 83
CHR25.AtP.um.g41166 261 240 241
CHR25.AtP.um.g41167 441 419 420
CHR25.AtP.um.g41168 247 216 233
CHR25.AtP.um.g41169 47 77 62
CHR25.AtP.um.g41170 563 539 571
CHR25.AtP.um.g41171 71 67 71
CHR25.AtP.um.g41172 68 63 71
CHR25.AtP.um.g41173 363 373 336
CHR25.AtP.um.g41174 188 170 196
CHR25.AtP.um.g41175 54 78 65
CHR25.AtP.um.g41176 86 94 106
CHR25.AtP.um.g41177 54 53 63
CHR25.AtP.um.g41178 48 53 64
CHR25.AtP.um.g41179 156 151 146
CHR25.AtP.um.g41180 118 116 120
CHR25.AtP.um.g41181 125 110 131
CHR25.AtP.um.g41182 27 28 24
CHR25.AtP.um.g41183 182 167 179
CHR25.AtP.um.g41184 128 127 128
CHR25.AtP.um.g41185 231 243 214
CHR25.AtP.um.g41186 361 409 359
CHR25.AtP.um.g41187 527 536 528
CHR25.AtP.um.g41188 141 181 143
CHR25.AtP.um.g41189 64 58 87
CHR25.AtP.um.g41190 73 59 64
CHR25.AtP.um.g41191 40 35 24
CHR25.AtP.um.g41192 52 59 48
CHR25.AtP.um.g41193 347 353 339
CHR25.AtP.um.g41194 290 328 289
CHR25.AtP.um.g41195 107 93 77
CHR25.AtP.um.g41196 273 276 269
CHR25.AtP.um.g41197 270 228 244
CHR25.AtP.um.g41198 58 49 55
CHR25.AtP.um.g41199 65 65 62
CHR25.AtP.um.g41200 308 300 325
CHR25.AtP.um.g41201 289 259 300
CHR25.AtP.um.g41202 111 122 104
CHR25.AtP.um.g41203 205 173 187
CHR25.AtP.um.g41204 515 523 560
CHR25.AtP.um.g41205 525 492 487
CHR25.AtP.um.g41206 202 236 232
CHR25.AtP.um.g41207 64 51 52
CHR25.AtP.um.g41208 181 156 191
CHR25.AtP.um.g41209 42 39 51
CHR25.AtP.um.g41210 123 121 112
CHR25.AtP.um.g41211 78 57 65
CHR25.AtP.um.g41212 100 103 101
CHR25.AtP.um.g41213 555 577 539
CHR25.AtP.um.g41214 113 129 108
CHR25.AtP.um.g41215 195 176 202
CHR25.AtP.um.g41216 122 132 138
CHR25.AtP.um.g41217 0 0 0
CHR25.AtP.um.g41218 89 78 97
CHR25.AtP.um.g41219 119 130 131
CHR25.AtP.um.g41220 214 149 204
CHR25.AtP.um.g41221 310 293 308
CHR25.AtP.um.g41222 265 287 273
CHR25.AtP.um.g41223 96 86 97
CHR25.AtP.um.g41224 618 625 590
CHR25.AtP.um.g41225 105 125 95
CHR25.AtP.um.g41226 502 515 586
CHR25.AtP.um.g41227 56 71 70
CHR25.AtP.um.g41228 306 288 261
CHR25.AtP.um.g41229 106 132 128
CHR25.AtP.um.g41230 56 53 58
CHR25.AtP.um.g41231 50 55 53
CHR25.AtP.um.g41232 115 112 112
CHR25.AtP.um.g41233 78 68 69
CHR25.AtP.um.g41234 230 235 260
CHR25.AtP.um.g41235 431 400 399
CHR25.AtP.um.g41236 184 184 181
CHR25.AtP.um.g41237 184 206 201
CHR25.AtP.um.g41238 162 153 175
CHR25.AtP.um.g41239 171 126 152
CHR25.AtP.um.g41240 97 88 104
CHR25.AtP.um.g41241 126 126 132
CHR25.AtP.um.g41242 96 105 98
CHR25.AtP.um.g41243 207 174 185
CHR25.AtP.um.g41244 91 86 92
CHR25.AtP.um.g41245 187 176 188
CHR25.AtP.um.g41246 98 72 97
CHR25.AtP.um.g41247 66 68 69
CHR25.AtP.um.g41248 134 153 110
CHR25.AtP.um.g41249 273 257 273
CHR25.AtP.um.g41250 575 552 564
CHR25.AtP.um.g41251 238 236 247
CHR25.AtP.um.g41252 268 285 253
CHR25.AtP.um.g41253 176 201 151
CHR25.AtP.um.g41254 37 49 42
CHR25.AtP.um.g41255 30 16 30
CHR25.AtP.um.g41256 98 92 79
CHR25.AtP.um.g41257 85 82 92
CHR25.AtP.um.g41258 106 76 91
CHR25.AtP.um.g41259 111 136 112
CHR25.AtP.um.g41260 123 109 127
CHR25.AtP.um.g41261 86 71 78
CHR25.AtP.um.g41262 201 211 185
CHR25.AtP.um.g41263 198 178 196
CHR25.AtP.um.g41264 109 81 95
CHR25.AtP.um.g41265 68 58 68
CHR25.AtP.um.g41266 189 125 142
CHR25.AtP.um.g41267 65 49 56
CHR25.AtP.um.g41268 66 70 72
CHR25.AtP.um.g41269 288 268 304
CHR25.AtP.um.g41270 437 409 461
CHR25.AtP.um.g41271 98 115 107
CHR25.AtP.um.g41272 156 167 148
CHR25.AtP.um.g41273 188 191 183
CHR25.AtP.um.g41274 31 27 34
CHR25.AtP.um.g41275 82 88 86
CHR25.AtP.um.g41276 184 195 175
CHR25.AtP.um.g41277 352 346 325
CHR25.AtP.um.g41278 148 151 157
CHR25.AtP.um.g41279 397 423 429
CHR25.AtP.um.g41280 220 219 209
CHR25.AtP.um.g41281 154 143 151
CHR25.AtP.um.g41282 50 55 55
CHR25.AtP.um.g41283 18 13 12
CHR25.AtP.um.g41284 71 74 86
CHR25.AtP.um.g41285 40 39 36
CHR25.AtP.um.g41286 126 96 85
CHR25.AtP.um.g41287 116 122 138
CHR25.AtP.um.g41288 247 269 272
CHR25.AtP.um.g41289 48 45 37
CHR25.AtP.um.g41290 77 101 77
CHR25.AtP.um.g41291 190 193 195
CHR25.AtP.um.g41292 114 108 96
CHR25.AtP.um.g41293 534 561 547
CHR25.AtP.um.g41294 130 142 146
CHR25.AtP.um.g41295 140 150 136
CHR25.AtP.um.g41296 224 195 212
CHR25.AtP.um.g41297 979 957 900
